entity e1,entity e2,ddi,pair type
SSRIs,doxepin,true,mechanism
MAO Inhibitors,MAO inhibitors,false,
MAO inhibitors,SINEQUAN,true,advise
Cimetidine,tricyclic antidepressants,false,
Cimetidine,tricyclic antidepressants,true,mechanism
tricyclic antidepressant,cimetidine,true,effect
tricyclic antidepressant,cimetidine,true,mechanism
tricyclic antidepressants,cimetidine,false,
cimetidine,tricyclic antidepressant,false,
cimetidine,tricyclic antidepressant,true,mechanism
Alcohol,SINEQUAN,false,
alcohol,SINEQUAN,true,mechanism
Tolazamide,tolazamide,false,
Tolazamide,doxepin,false,
tolazamide,doxepin,true,effect
beta-adrenergic blocking agents,adrenergic bronchodilators,false,
beta-adrenergic blocking agents,disopyramide,false,
beta-adrenergic blocking agents,quinidine,false,
beta-adrenergic blocking agents,phenothiazines,false,
beta-adrenergic blocking agents,procainamide,false,
adrenergic bronchodilators,disopyramide,false,
adrenergic bronchodilators,quinidine,false,
adrenergic bronchodilators,phenothiazines,false,
adrenergic bronchodilators,procainamide,false,
phenothiazines,procainamide,false,
barbiturates,narcotics,false,
barbiturates,ketamine,true,effect
narcotics,ketamine,true,effect
Ketamine,anesthetic agents,false,
Isocarboxazid,Antabuse,true,advise
Isocarboxazid,disulfiram,true,advise
Antabuse,disulfiram,false,
MAO inhibitor,disulfiram,true,effect
Isocarboxazid,psychotropic agents,true,advise
Isocarboxazid,Isocarboxazid,false,
Eprosartan,digoxin,false,
Eprosartan,warfarin,false,
Eprosartan,glyburide,false,
warfarin,glyburide,false,
eprosartan,ketoconazole,false,
eprosartan,fluconazole,false,
eprosartan,eprosartan,false,
ketoconazole,eprosartan,false,
fluconazole,eprosartan,false,
Ranitidine,eprosartan,false,
Eprosartan,thiazide diuretic,false,
Eprosartan,hydrochlorothiazide,false,
thiazide diuretic,hydrochlorothiazide,false,
Eprosartan,calcium channel blockers,false,
Eprosartan,nifedipine,false,
calcium channel blockers,nifedipine,false,
Anesthetics,Sedatives,false,
Anesthetics,Hypnotics,false,
Anesthetics,Opioids,false,
Anesthetics,PRECEDEX,false,
Anesthetics,sedatives,false,
Anesthetics,hypnotics,false,
Anesthetics,opioids,false,
Sedatives,Opioids,false,
Sedatives,PRECEDEX,false,
Sedatives,anesthetics,false,
Sedatives,sedatives,false,
Sedatives,hypnotics,false,
Sedatives,opioids,false,
Hypnotics,Opioids,false,
Hypnotics,PRECEDEX,false,
Hypnotics,anesthetics,false,
Hypnotics,sedatives,false,
Hypnotics,hypnotics,false,
Hypnotics,opioids,false,
Opioids,PRECEDEX,false,
Opioids,anesthetics,false,
Opioids,sedatives,false,
Opioids,hypnotics,false,
Opioids,opioids,false,
PRECEDEX,anesthetics,true,effect
PRECEDEX,sedatives,true,effect
PRECEDEX,hypnotics,true,effect
PRECEDEX,opioids,true,effect
anesthetics,sedatives,false,
anesthetics,hypnotics,false,
anesthetics,opioids,false,
sedatives,hypnotics,false,
sedatives,opioids,false,
hypnotics,opioids,false,
sevoflurane,isoflurane,false,
sevoflurane,propofol,false,
sevoflurane,alfentanil,false,
sevoflurane,midazolam,false,
isoflurane,propofol,false,
isoflurane,alfentanil,false,
isoflurane,midazolam,false,
propofol,alfentanil,false,
propofol,midazolam,false,
alfentanil,midazolam,false,
dexmedetomidine,isoflurane,false,
dexmedetomidine,propofol,false,
dexmedetomidine,alfentanil,false,
dexmedetomidine,midazolam,false,
PRECEDEX,PRECEDEX,false,
PRECEDEX,anesthetic,false,
PRECEDEX,sedative,false,
PRECEDEX,hypnotic,false,
PRECEDEX,opioid,false,
PRECEDEX,anesthetic,true,advise
PRECEDEX,sedative,true,advise
PRECEDEX,hypnotic,true,advise
PRECEDEX,opioid,true,advise
anesthetic,sedative,false,
anesthetic,hypnotic,false,
anesthetic,opioid,false,
sedative,hypnotic,false,
sedative,opioid,false,
hypnotic,opioid,false,
Neuromuscular Blockers,PRECEDEX,false,
Neuromuscular Blockers,rocuronium,false,
PRECEDEX,rocuronium,false,
aspirin,carbonic anhydrase inhibitors,true,advise
Adenocard,adenosine,false,
Adenocard,quinidine,false,
Adenocard,beta-adrenergic blocking agents,false,
Adenocard,calcium channel blocking agents,false,
Adenocard,angiotensin converting enzyme inhibitors,false,
adenosine,quinidine,false,
adenosine,beta-adrenergic blocking agents,false,
adenosine,calcium channel blocking agents,false,
adenosine,angiotensin converting enzyme inhibitors,false,
quinidine,beta-adrenergic blocking agents,false,
quinidine,calcium channel blocking agents,false,
quinidine,angiotensin converting enzyme inhibitors,false,
beta-adrenergic blocking agents,calcium channel blocking agents,false,
beta-adrenergic blocking agents,angiotensin converting enzyme inhibitors,false,
calcium channel blocking agents,angiotensin converting enzyme inhibitors,false,
Digoxin,verapamil,false,
Digoxin,Adenocard,true,effect
verapamil,Adenocard,true,effect
Adenocard,digitalis,true,effect
adenosine,methylxanthines,true,effect
adenosine,caffeine,true,effect
adenosine,theophylline,true,effect
methylxanthines,caffeine,false,
methylxanthines,theophylline,false,
caffeine,theophylline,false,
methylxanthines,adenosine,true,advise
adenosine,adenosine,false,
Adenosine,dipyridamole,true,effect
adenosine,dipyridamole,true,effect
adenosine,carbamazepine,true,effect
ADL 8-2698,morphine,true,effect
ADL-8-2698,peripherally restricted opioid antagonist,false,
ADL-8-2698,opioid,true,effect
peripherally restricted opioid antagonist,opioid,false,
morphine,ADL 8-2698,false,
ADL 8-2698,morphine,false,
Morphine,ADL 8-2698,true,effect
Morphine,ADL 8-2698,false,
Nitroglycerin,DynaCirc,false,
Nitroglycerin,isradipine,false,
Nitroglycerin,nitroglycerin,false,
DynaCirc,isradipine,false,
DynaCirc,nitroglycerin,false,
isradipine,nitroglycerin,false,
Hydrochlorothiazide,DynaCirc,false,
Hydrochlorothiazide,isradipine,false,
DynaCirc,hydrochlorothiazide,false,
isradipine,hydrochlorothiazide,false,
isradipine,isradipine,false,
hydrochlorothiazide,isradipine,false,
Propranolol,propranolol,false,
Propranolol,isradipine,false,
propranolol,isradipine,false,
isradipine,propranolol,false,
Cimetidine,isradipine,false,
cimetidine,isradipine,true,mechanism
cimetidine,isradipine,false,
isradipine,cimetidine,true,advise
Rifampicin,isradipine,false,
rifampicin,isradipine,true,mechanism
rifampicin,isradipine,false,
Warfarin,isradipine,false,
isradipine,warfarin,false,
warfarin,isradipine,false,
Digoxin,DynaCirc,false,
Digoxin,isradipine,false,
DynaCirc,digoxin,false,
isradipine,digoxin,false,
Fentanyl,fentanyl,false,
Fentanyl,beta blocker,false,
Fentanyl,calcium channel blocker,false,
fentanyl,beta blocker,true,effect
fentanyl,calcium channel blocker,true,effect
beta blocker,calcium channel blocker,false,
SUSTIVA,efavirenz,false,
efavirenz,efavirenz,false,
phenobarbital,rifampin,false,
phenobarbital,rifabutin,false,
phenobarbital,efavirenz,true,mechanism
rifampin,rifabutin,false,
rifampin,efavirenz,true,mechanism
rifabutin,efavirenz,true,mechanism
Antihistamines,Benzodiazepines,false,
Antihistamines,Anti-Migraine,false,
Antihistamines,Antifungal,false,
Benzodiazepines,Anti-Migraine,false,
Benzodiazepines,Antifungal,false,
Anti-Migraine,Antifungal,false,
astemizole,midazolam,false,
astemizole,triazolam,false,
astemizole,voriconazole,false,
midazolam,cisapride,false,
midazolam,voriconazole,false,
triazolam,cisapride,false,
triazolam,voriconazole,false,
cisapride,voriconazole,false,
SUSTIVA,atazanavir,false,
SUSTIVA,ritonavir,false,
SUSTIVA,SUSTIVA,false,
atazanavir,ritonavir,false,
atazanavir,SUSTIVA,false,
ritonavir,SUSTIVA,false,
SUSTIVA,clarithromycin,true,effect
SUSTIVA,clarithromycin,false,
clarithromycin,azithromycin,false,
macrolide antibiotics,SUSTIVA,false,
erythromycin,SUSTIVA,false,
indinavir,SUSTIVA,false,
indinavir,indinavir,false,
indinavir,SUSTIVA,true,mechanism
SUSTIVA,indinavir,false,
Lopinavir,ritonavir,false,
lopinavir,ritonavir,false,
lopinavir,SUSTIVA,true,advise
ritonavir,SUSTIVA,true,advise
methadone,opiate,false,
efavirenz,contraceptives,true,advise
efavirenz,contraceptives,false,
contraceptives,contraceptives,false,
rifabutin,rifabutin,false,
SUSTIVA,ritonavir,true,advise
protease inhibitor,SUSTIVA,false,
Anticoagulants,Warfarin,false,
Anticonvulsants,Phenytoin,false,
Anticonvulsants,Phenobarbital,false,
Anticonvulsants,Carbamazepine,false,
Phenytoin,Phenobarbital,false,
Phenytoin,Carbamazepine,false,
Phenobarbital,Carbamazepine,false,
anticonvulsant,efavirenz,true,mechanism
Antifungals,Itraconazole,false,
Antifungals,Ketoconazole,false,
Itraconazole,Ketoconazole,false,
SUSTIVA,imidazole antifungals,false,
SUSTIVA,triazole antifungals,false,
imidazole antifungals,triazole antifungals,false,
SUSTIVA,itraconazole,true,mechanism
SUSTIVA,ketoconazole,true,mechanism
Anti-HIV protease inhibitors,Saquinavir,false,
Anti-HIV protease inhibitors,ritonavir,false,
Saquinavir,ritonavir,false,
efavirenz,SUSTIVA,false,
SUSTIVA,aluminum/magnesium hydroxide antacids,false,
SUSTIVA,azithromycin,false,
SUSTIVA,cetirizine,false,
SUSTIVA,famotidine,false,
SUSTIVA,fluconazole,false,
SUSTIVA,lamivudine,false,
SUSTIVA,lorazepam,false,
SUSTIVA,nelfinavir,false,
SUSTIVA,paroxetine,false,
SUSTIVA,zidovudine,false,
efavirenz,aluminum/magnesium hydroxide antacids,false,
efavirenz,azithromycin,false,
efavirenz,cetirizine,false,
efavirenz,famotidine,false,
efavirenz,fluconazole,false,
efavirenz,lamivudine,false,
efavirenz,lorazepam,false,
efavirenz,nelfinavir,false,
efavirenz,paroxetine,false,
efavirenz,zidovudine,false,
aluminum/magnesium hydroxide antacids,azithromycin,false,
aluminum/magnesium hydroxide antacids,cetirizine,false,
aluminum/magnesium hydroxide antacids,famotidine,false,
aluminum/magnesium hydroxide antacids,fluconazole,false,
aluminum/magnesium hydroxide antacids,lamivudine,false,
aluminum/magnesium hydroxide antacids,lorazepam,false,
aluminum/magnesium hydroxide antacids,nelfinavir,false,
aluminum/magnesium hydroxide antacids,paroxetine,false,
aluminum/magnesium hydroxide antacids,zidovudine,false,
azithromycin,cetirizine,false,
azithromycin,famotidine,false,
azithromycin,fluconazole,false,
azithromycin,lamivudine,false,
azithromycin,lorazepam,false,
azithromycin,nelfinavir,false,
azithromycin,paroxetine,false,
cetirizine,famotidine,false,
cetirizine,fluconazole,false,
cetirizine,lamivudine,false,
cetirizine,lorazepam,false,
cetirizine,nelfinavir,false,
cetirizine,paroxetine,false,
cetirizine,zidovudine,false,
famotidine,fluconazole,false,
famotidine,lamivudine,false,
famotidine,lorazepam,false,
famotidine,nelfinavir,false,
famotidine,paroxetine,false,
fluconazole,lamivudine,false,
fluconazole,lorazepam,false,
fluconazole,nelfinavir,false,
fluconazole,paroxetine,false,
fluconazole,zidovudine,false,
lamivudine,lorazepam,false,
lamivudine,nelfinavir,false,
lamivudine,paroxetine,false,
lamivudine,zidovudine,false,
lorazepam,nelfinavir,false,
lorazepam,paroxetine,false,
lorazepam,zidovudine,false,
nelfinavir,paroxetine,false,
nelfinavir,zidovudine,false,
paroxetine,zidovudine,false,
SUSTIVA,NRTIs,false,
NRTIs,lamivudine,false,
NRTIs,zidovudine,false,
NRTIs,efavirenz,false,
HIV Protease Inhibitors,amprenavir,false,
HIV Protease Inhibitors,HIV protease inhibitors,false,
amprenavir,HIV protease inhibitors,false,
Indinavir,amprenavir,true,mechanism
Saquinavir,amprenavir,true,mechanism
Nelfinavir,amprenavir,true,mechanism
Methadone,amprenavir,false,
Methadone,methadone,false,
amprenavir,methadone,true,effect
amprenavir,methadone,false,
methadone,methadone,false,
amprenavir,methadone,true,mechanism
amprenavir,amprenavir,false,
methadone,amprenavir,false,
Amprenavir,ritonavir,true,effect
Amprenavir,ritonavir,true,advise
ritonavir,NORVIR,false,
NORVIR,ritonavir,false,
Beta-adrenergic Blocking Agents,nifedipine,false,
Beta-adrenergic Blocking Agents,beta-blocking agents,false,
nifedipine,beta-blocking agents,true,effect
Nitrates,Nifedipine,false,
Nifedipine,nitrates,false,
Digitalis,digoxin,false,
Digitalis,nifedipine,false,
digoxin,nifedipine,false,
digoxin,nifedipine,true,int
nifedipine,digoxin,false,
nifedipine,nifedipine,false,
digoxin,nifedipine,true,advise
digoxin,digoxin,true,mechanism
Quinidine,quinidine,false,
Quinidine,nifedipine,false,
quinidine,nifedipine,true,mechanism
quinidine,quinidine,false,
nifedipine,quinidine,false,
Coumarin Anticoagulants,coumarin anticoagulants,false,
Coumarin Anticoagulants,nifedipine,false,
coumarin anticoagulants,nifedipine,true,effect
Cimetidine,nifedipine,false,
nifedipine,cimetidine,false,
cimetidine,nifedipine,true,mechanism
cimetidine,nifedipine,false,
nifedipine,cimetidine,true,advise
estrogen,contraceptives,false,
CNS depressants,MAO inhibitors,false,
CNS depressants,tricyclic antidepressants,false,
CNS depressants,phenothiazines,false,
MAO inhibitors,tricyclic antidepressants,false,
MAO inhibitors,phenothiazines,false,
azole antifungals,ciprofloxacin,false,
azole antifungals,diclofenac,false,
azole antifungals,doxycycline,false,
azole antifungals,imatinib,false,
azole antifungals,nicardipine,false,
azole antifungals,propofol,false,
azole antifungals,quinidine,false,
ciprofloxacin,clarithromycin,false,
ciprofloxacin,diclofenac,false,
ciprofloxacin,doxycycline,false,
ciprofloxacin,erythromycin,false,
ciprofloxacin,imatinib,false,
ciprofloxacin,isoniazid,false,
ciprofloxacin,nefazodone,false,
ciprofloxacin,nicardipine,false,
ciprofloxacin,propofol,false,
ciprofloxacin,protease inhibitors,false,
ciprofloxacin,quinidine,false,
ciprofloxacin,verapamil,false,
clarithromycin,diclofenac,false,
clarithromycin,doxycycline,false,
clarithromycin,imatinib,false,
clarithromycin,nicardipine,false,
clarithromycin,propofol,false,
clarithromycin,quinidine,false,
diclofenac,doxycycline,false,
diclofenac,erythromycin,false,
diclofenac,imatinib,false,
diclofenac,isoniazid,false,
diclofenac,nefazodone,false,
diclofenac,nicardipine,false,
diclofenac,propofol,false,
diclofenac,protease inhibitors,false,
diclofenac,quinidine,false,
diclofenac,verapamil,false,
doxycycline,erythromycin,false,
doxycycline,imatinib,false,
doxycycline,isoniazid,false,
doxycycline,nefazodone,false,
doxycycline,nicardipine,false,
doxycycline,propofol,false,
doxycycline,verapamil,false,
erythromycin,imatinib,false,
erythromycin,nicardipine,false,
erythromycin,propofol,false,
erythromycin,quinidine,false,
imatinib,isoniazid,false,
imatinib,nefazodone,false,
imatinib,nicardipine,false,
imatinib,propofol,false,
imatinib,protease inhibitors,false,
imatinib,quinidine,false,
imatinib,verapamil,false,
isoniazid,nicardipine,false,
isoniazid,propofol,false,
isoniazid,quinidine,false,
nefazodone,nicardipine,false,
nefazodone,propofol,false,
nefazodone,quinidine,false,
nicardipine,propofol,false,
nicardipine,protease inhibitors,false,
nicardipine,quinidine,false,
nicardipine,verapamil,false,
propofol,protease inhibitors,false,
propofol,quinidine,false,
propofol,verapamil,false,
protease inhibitors,quinidine,false,
quinidine,verapamil,false,
Warfarin,Meclofenamate sodium,true,effect
Meclofenamate sodium,warfarin,false,
meclofenamate sodium,warfarin,true,advise
meclofenamate sodium,warfarin,false,
Aspirin,meclofenamate sodium,false,
aspirin,meclofenamate sodium,true,mechanism
meclofenamate sodium,aspirin,false,
meclofenamate sodium,meclofenamate sodium,false,
aspirin,meclofenamate sodium,false,
Meclofenamate sodium,salicylate,false,
Propoxyphene,propoxyphene hydrochloride,false,
Propoxyphene,meclofenamate sodium,false,
propoxyphene hydrochloride,meclofenamate sodium,false,
Antacids,aluminum hydroxide,false,
Antacids,meclofenamate sodium,false,
aluminum hydroxide,magnesium hydroxide,false,
aluminum hydroxide,meclofenamate sodium,false,
magnesium hydroxide,meclofenamate sodium,false,
calcium,antacids,false,
calcium,calcium,false,
antacids,calcium,false,
calcium acetate,digitalis glycosides,true,effect
calcium acetate,calcium,false,
digitalis glycosides,calcium,false,
cyclophosphamide,doxorubicin,false,
cyclophosphamide,vincristine,false,
cyclophosphamide,prednisone,false,
cyclophosphamide,highly active antiretroviral,false,
doxorubicin,vincristine,false,
doxorubicin,prednisone,false,
doxorubicin,highly active antiretroviral,false,
vincristine,prednisone,false,
vincristine,highly active antiretroviral,false,
prednisone,highly active antiretroviral,false,
cyclophosphamide,cyclophosphamide,false,
cyclophosphamide,teniposide,false,
cyclophosphamide,bleomycin,false,
cyclophosphamide,antiretroviral,false,
doxorubicin,cyclophosphamide,false,
doxorubicin,doxorubicin,false,
doxorubicin,teniposide,false,
doxorubicin,bleomycin,false,
doxorubicin,antiretroviral,false,
vincristine,cyclophosphamide,false,
vincristine,doxorubicin,false,
vincristine,teniposide,false,
vincristine,vincristine,false,
vincristine,bleomycin,false,
vincristine,antiretroviral,false,
prednisone,cyclophosphamide,false,
prednisone,doxorubicin,false,
prednisone,teniposide,false,
prednisone,prednisone,false,
prednisone,vincristine,false,
prednisone,bleomycin,false,
prednisone,antiretroviral,false,
teniposide,prednisone,false,
teniposide,vincristine,false,
teniposide,bleomycin,false,
teniposide,antiretroviral,false,
bleomycin,antiretroviral,false,
Antiretroviral,reverse transcriptase inhibitors,false,
Antiretroviral,protease inhibitor,false,
reverse transcriptase inhibitors,protease inhibitor,false,
antiretroviral drugs,antineoplastic drugs,true,advise
hydrocortisone,d-amphetamine,false,
glucocorticoids,psychostimulants,false,
Hydrocortisone,d-amphetamine,false,
glucocorticoids,d-amphetamine,false,
Anastrozole,antipyrine,false,
antipyrine,ARIMIDEX,false,
warfarin,anastrozole,false,
anastrozole,warfarin,false,
ARIMIDEX,tamoxifen,false,
tamoxifen,tamoxifen,false,
tamoxifen,anastrozole,true,advise
anastrozole,tamoxifen,true,mechanism
anastrozole,anastrozole,false,
tamoxifen,anastrozole,false,
Estrogen,ARIMIDEX,true,advise
Chlorthalidone,antihypertensive drugs,true,effect
Chlorthalidone,tubocurarine,true,effect
Chlorthalidone,norepinephrine,true,effect
des-ciclesonide,warfarin,false,
des-ciclesonide,salicylic acid,false,
warfarin,salicylic acid,false,
ciclesonide,erythromycin,false,
ciclesonide,des-ciclesonide,false,
erythromycin,des-ciclesonide,false,
des-ciclesonide,erythromycin,false,
ciclesonide,ketoconazole,true,mechanism
ciclesonide,ciclesonide,false,
ketoconazole,des-ciclesonide,false,
ketoconazole,ciclesonide,false,
des-ciclesonide,ciclesonide,false,
ketoconazole,ciclesonide,true,advise
steroid,bitolterol,true,advise
bitolterol,steroid,true,advise
bitolterol,steroid,true,effect
Diuretic,diuretics,false,
Diuretic,diuretic,false,
Diuretic,captopril,false,
diuretics,captopril,true,effect
diuretic,captopril,false,
captopril,diuretic,true,effect
captopril,captopril,false,
vasodilators,captopril,false,
nitroglycerin,nitrates,false,
nitroglycerin,captopril,true,advise
nitrates,captopril,true,advise
Captopril,antihypertensive agents,true,effect
diuretics,thiazides,false,
captopril,diuretics,false,
ganglionic blocking agents,adrenergic neuron blocking agents,false,
Beta-adrenergic blocking drugs,captopril,true,effect
Potassium-sparing diuretics,spironolactone,false,
Potassium-sparing diuretics,triamterene,false,
Potassium-sparing diuretics,amiloride,false,
Potassium-sparing diuretics,potassium,false,
indomethacin,captopril,true,effect
nonsteroidal anti-inflammatory agents,aspirin,false,
lithium,ACE inhibitor,false,
diuretic,lithium,true,effect
Cardiac Glycosides,captopril,false,
Cardiac Glycosides,digoxin,false,
Loop Diuretics,Furosemide,false,
Loop Diuretics,captopril,false,
Furosemide,captopril,false,
Allopurinol,captopril,false,
captopril,allopurinol,false,
TRACRIUM,enflurane,true,effect
antibiotics,polymyxins,false,
aminoglycosides,polymyxins,false,
TRACRIUM,isoflurane,true,effect
TRACRIUM,halothane,true,effect
TRACRIUM,antibiotics,true,effect
TRACRIUM,aminoglycosides,true,effect
TRACRIUM,polymyxins,true,effect
TRACRIUM,lithium,true,effect
TRACRIUM,magnesium,true,effect
TRACRIUM,procainamide,true,effect
TRACRIUM,quinidine,true,effect
enflurane,isoflurane,false,
enflurane,halothane,false,
enflurane,antibiotics,false,
enflurane,aminoglycosides,false,
enflurane,polymyxins,false,
enflurane,lithium,false,
enflurane,magnesium,false,
enflurane,procainamide,false,
enflurane,quinidine,false,
isoflurane,halothane,false,
isoflurane,antibiotics,false,
isoflurane,aminoglycosides,false,
isoflurane,polymyxins,false,
isoflurane,lithium,false,
isoflurane,magnesium,false,
isoflurane,procainamide,false,
isoflurane,quinidine,false,
halothane,antibiotics,false,
halothane,aminoglycosides,false,
halothane,polymyxins,false,
halothane,lithium,false,
halothane,magnesium,false,
halothane,procainamide,false,
halothane,quinidine,false,
antibiotics,lithium,false,
antibiotics,magnesium,false,
antibiotics,procainamide,false,
aminoglycosides,lithium,false,
aminoglycosides,magnesium,false,
aminoglycosides,procainamide,false,
aminoglycosides,quinidine,false,
polymyxins,lithium,false,
polymyxins,magnesium,false,
polymyxins,procainamide,false,
polymyxins,quinidine,false,
lithium,magnesium,false,
lithium,procainamide,false,
lithium,quinidine,false,
magnesium,procainamide,false,
magnesium,quinidine,false,
procainamide,quinidine,false,
succinylcholine,TRACRIUM,true,effect
TRACRIUM,succinylcholine,true,advise
doxylamine,doxylamine,false,
doxylamine,CNS depressant drugs,false,
doxylamine,CNS depressant drugs,true,effect
Antihistamines,heparin,true,effect
Antihistamines,warfarin,true,effect
Doxylamine,epinephrine,true,effect
CEFOTAN,aminoglycoside,true,effect
cephalosporins,cefotetan,false,
Colchicine,acidifying agents,true,mechanism
colchicine,alkalinizing agents,true,mechanism
Colchicine,CNS depressants,true,effect
sympathomimetic agents,colchicine,true,effect
succinylcholine,NUROMAX,false,
NUROMAX,succinylcholine,false,
succinylcholine,succinylcholine,false,
NUROMAX,neuromuscular blocking agents,false,
Isoflurane,enflurane,false,
Isoflurane,halothane,false,
Isoflurane,NUROMAX,true,mechanism
enflurane,NUROMAX,true,mechanism
halothane,NUROMAX,true,mechanism
NUROMAX,antibiotics,true,effect
NUROMAX,aminoglycosides,true,effect
NUROMAX,tetracyclines,true,effect
NUROMAX,bacitracin,true,effect
NUROMAX,polymyxins,true,effect
NUROMAX,lincomycin,true,effect
NUROMAX,clindamycin,true,effect
NUROMAX,colistin,true,effect
NUROMAX,sodium colistimethate,true,effect
NUROMAX,magnesium,true,effect
NUROMAX,lithium,true,effect
NUROMAX,anesthetics,true,effect
NUROMAX,procainamide,true,effect
NUROMAX,quinidine,true,effect
antibiotics,tetracyclines,false,
antibiotics,bacitracin,false,
antibiotics,lincomycin,false,
antibiotics,clindamycin,false,
antibiotics,colistin,false,
antibiotics,sodium colistimethate,false,
aminoglycosides,tetracyclines,false,
aminoglycosides,bacitracin,false,
aminoglycosides,lincomycin,false,
aminoglycosides,clindamycin,false,
aminoglycosides,colistin,false,
aminoglycosides,sodium colistimethate,false,
aminoglycosides,anesthetics,false,
tetracyclines,bacitracin,false,
tetracyclines,polymyxins,false,
tetracyclines,lincomycin,false,
tetracyclines,clindamycin,false,
tetracyclines,colistin,false,
tetracyclines,sodium colistimethate,false,
tetracyclines,magnesium,false,
tetracyclines,lithium,false,
tetracyclines,anesthetics,false,
tetracyclines,procainamide,false,
tetracyclines,quinidine,false,
bacitracin,polymyxins,false,
bacitracin,lincomycin,false,
bacitracin,clindamycin,false,
bacitracin,colistin,false,
bacitracin,sodium colistimethate,false,
bacitracin,magnesium,false,
bacitracin,lithium,false,
bacitracin,anesthetics,false,
bacitracin,procainamide,false,
bacitracin,quinidine,false,
polymyxins,lincomycin,false,
polymyxins,clindamycin,false,
polymyxins,colistin,false,
polymyxins,sodium colistimethate,false,
polymyxins,anesthetics,false,
lincomycin,clindamycin,false,
lincomycin,colistin,false,
lincomycin,sodium colistimethate,false,
lincomycin,magnesium,false,
lincomycin,lithium,false,
lincomycin,anesthetics,false,
lincomycin,procainamide,false,
lincomycin,quinidine,false,
clindamycin,colistin,false,
clindamycin,sodium colistimethate,false,
clindamycin,magnesium,false,
clindamycin,lithium,false,
clindamycin,anesthetics,false,
clindamycin,procainamide,false,
clindamycin,quinidine,false,
colistin,sodium colistimethate,false,
colistin,magnesium,false,
colistin,lithium,false,
colistin,anesthetics,false,
colistin,procainamide,false,
colistin,quinidine,false,
sodium colistimethate,magnesium,false,
sodium colistimethate,lithium,false,
sodium colistimethate,anesthetics,false,
sodium colistimethate,procainamide,false,
sodium colistimethate,quinidine,false,
magnesium,lithium,false,
magnesium,anesthetics,false,
lithium,anesthetics,false,
anesthetics,procainamide,false,
nondepolarizing neuromuscular blocking agents,NUROMAX,false,
nondepolarizing neuromuscular blocking agents,phenytoin,true,effect
nondepolarizing neuromuscular blocking agents,carbamazepine,true,effect
NUROMAX,phenytoin,true,effect
NUROMAX,carbamazepine,true,effect
picrotoxin,diazepam,true,effect
picrotoxin,phenazepam,true,effect
picrotoxin,phenibut,true,effect
picrotoxin,amizyl,true,effect
picrotoxin,phentolamine,true,effect
diazepam,phenazepam,false,
diazepam,phenibut,false,
diazepam,amizyl,false,
diazepam,phentolamine,false,
phenazepam,phenibut,false,
phenazepam,amizyl,false,
phenazepam,phentolamine,false,
phenibut,amizyl,false,
phenibut,phentolamine,false,
amizyl,phentolamine,false,
digoxin,anagrelide,false,
warfarin,anagrelide,false,
warfarin,digoxin,false,
anagrelide,anagrelide,false,
anagrelide,digoxin,false,
anagrelide,warfarin,false,
anagrelide,aspirin,false,
anagrelide,acetaminophen,false,
anagrelide,furosemide,false,
anagrelide,iron,false,
anagrelide,ranitidine,false,
anagrelide,hydroxyurea,false,
anagrelide,allopurinol,false,
aspirin,furosemide,false,
aspirin,iron,false,
aspirin,ranitidine,false,
aspirin,hydroxyurea,false,
aspirin,allopurinol,false,
acetaminophen,iron,false,
acetaminophen,ranitidine,false,
acetaminophen,hydroxyurea,false,
acetaminophen,allopurinol,false,
furosemide,iron,false,
furosemide,ranitidine,false,
furosemide,hydroxyurea,false,
furosemide,allopurinol,false,
iron,ranitidine,false,
iron,hydroxyurea,false,
iron,allopurinol,false,
ranitidine,hydroxyurea,false,
ranitidine,allopurinol,false,
hydroxyurea,allopurinol,false,
anagrelide,acetylsalicylic acid,false,
Anagrelide,aspirin,true,effect
fluvoxamine,anagrelide,true,mechanism
Anagrelide,theophylline,true,mechanism
milrinone,enoximone,false,
milrinone,amrinone,false,
milrinone,olprinone,false,
milrinone,cilostazol,false,
milrinone,anagrelide,true,effect
enoximone,amrinone,false,
enoximone,olprinone,false,
enoximone,cilostazol,false,
enoximone,anagrelide,true,effect
amrinone,olprinone,false,
amrinone,cilostazol,false,
amrinone,anagrelide,true,effect
olprinone,cilostazol,false,
olprinone,anagrelide,true,effect
cilostazol,anagrelide,true,effect
sucralfate,anagrelide,true,mechanism
FLUOTHANE,non-depolarising muscle relaxant,true,effect
FLUOTHANE,aminoglycosides,true,effect
non-depolarising muscle relaxant,aminoglycosides,false,
FLUOTHANE,tubocurarine,true,effect
adrenaline,FLUOTHANE,true,advise
adrenaline,antiarrhythmic agent,false,
sympathomimetics,aminophylline,false,
sympathomimetics,theophylline,false,
sympathomimetics,tricyclic antidepressants,false,
aminophylline,theophylline,false,
aminophylline,tricyclic antidepressants,false,
theophylline,tricyclic antidepressants,false,
Vitamin A,Accutane,false,
Vitamin A,vitamin supplements,false,
Accutane,vitamin A,true,effect
Accutane,vitamin supplements,false,
Accutane,vitamin A,false,
vitamin A,vitamin supplements,false,
vitamin A,vitamin A,false,
vitamin supplements,vitamin A,false,
Tetracyclines,Accutane,false,
Accutane,tetracyclines,true,advise
Accutane,Accutane,false,
Accutane,tetracyclines,false,
tetracyclines,Accutane,false,
tetracyclines,tetracyclines,false,
Accutane,tetracyclines,true,effect
Progesterone,progesterone,false,
Progesterone,estrogen,false,
Progesterone,Accutane,false,
progesterone,estrogen,false,
